,gender,race,g1freelunch,birthdate,z,y
3335,2.0,2.0,1.0,1979-02-27,0.0,492.6666666666667
3636,1.0,1.0,2.0,1979-04-20,0.0,531.3333333333334
2226,2.0,1.0,1.0,1980-05-17,0.0,473.3333333333333
2934,1.0,1.0,2.0,1980-08-28,0.0,560.3333333333334
1938,2.0,2.0,1.0,1980-05-04,0.0,500.0
2168,1.0,2.0,1.0,1980-05-11,1.0,536.6666666666666
2781,1.0,1.0,2.0,1980-09-26,0.0,488.0
936,2.0,1.0,1.0,1979-12-05,0.0,516.0
3853,2.0,1.0,,1980-06-04,1.0,599.6666666666666
3835,1.0,1.0,2.0,1979-07-22,0.0,473.0
1673,1.0,2.0,1.0,1980-07-17,0.0,536.6666666666666
3136,1.0,1.0,2.0,1980-01-22,0.0,625.0
1556,2.0,1.0,1.0,1980-02-28,0.0,546.3333333333334
3744,1.0,1.0,1.0,1978-10-28,0.0,494.0
944,1.0,1.0,1.0,1979-12-06,0.0,479.0
1895,1.0,2.0,2.0,1980-03-10,1.0,564.0
2954,2.0,2.0,1.0,1980-09-02,1.0,499.3333333333333
3082,1.0,1.0,1.0,1980-04-08,0.0,512.0
1055,2.0,1.0,2.0,1979-12-05,1.0,618.3333333333334
2890,1.0,1.0,1.0,1980-09-25,1.0,487.6666666666667
1302,2.0,1.0,2.0,1980-01-12,0.0,494.3333333333333
5,2.0,1.0,1.0,1979-11-12,0.0,507.3333333333333
3264,1.0,2.0,1.0,1980-04-03,0.0,534.6666666666666
3390,2.0,1.0,1.0,1980-07-26,1.0,610.6666666666666
2008,2.0,1.0,2.0,1980-04-07,0.0,523.3333333333334
385,1.0,2.0,1.0,1979-11-20,0.0,514.6666666666666
1586,2.0,1.0,1.0,1980-02-27,0.0,574.3333333333334
3627,2.0,2.0,1.0,1979-01-13,1.0,524.0
2481,1.0,1.0,2.0,1980-06-10,0.0,535.0
1024,1.0,1.0,2.0,1979-12-31,1.0,628.6666666666666
3990,2.0,1.0,2.0,1980-03-27,1.0,515.3333333333334
2131,2.0,1.0,1.0,1980-03-31,0.0,526.0
218,1.0,1.0,2.0,1978-10-31,1.0,530.0
828,1.0,1.0,2.0,1979-11-05,0.0,611.6666666666666
900,2.0,1.0,2.0,1979-12-21,1.0,544.0
3949,1.0,,1.0,,0.0,527.6666666666666
400,2.0,2.0,1.0,1979-12-09,1.0,593.3333333333334
1011,2.0,1.0,2.0,1979-12-26,0.0,579.3333333333334
292,1.0,2.0,1.0,1980-11-24,0.0,645.6666666666666
11,1.0,1.0,1.0,1980-06-02,0.0,549.0
647,2.0,1.0,2.0,1979-10-22,0.0,583.3333333333334
111,1.0,1.0,2.0,1980-09-26,1.0,517.3333333333334
2775,1.0,1.0,2.0,1980-08-09,1.0,573.6666666666666
3370,2.0,1.0,1.0,1980-08-11,1.0,523.6666666666666
1605,2.0,1.0,2.0,1980-02-14,0.0,530.6666666666666
3570,2.0,2.0,1.0,1980-07-24,0.0,531.3333333333334
2115,2.0,2.0,1.0,1980-03-29,1.0,548.3333333333334
1645,1.0,1.0,,1980-01-07,1.0,527.0
1079,1.0,1.0,1.0,1979-05-11,1.0,513.3333333333334
2407,2.0,1.0,1.0,1980-05-09,0.0,499.0
3481,2.0,2.0,1.0,1980-05-28,0.0,463.3333333333333
54,2.0,1.0,2.0,1980-04-29,0.0,541.3333333333334
1406,1.0,2.0,1.0,1980-01-24,0.0,583.0
588,2.0,1.0,2.0,1979-09-04,0.0,580.6666666666666
3035,1.0,1.0,1.0,1980-09-06,0.0,506.0
482,1.0,2.0,2.0,1979-06-13,1.0,504.6666666666667
3624,2.0,1.0,1.0,1978-09-26,0.0,554.6666666666666
4193,2.0,1.0,2.0,1980-09-27,0.0,535.0
1643,1.0,2.0,1.0,1980-07-07,1.0,483.0
2149,1.0,1.0,2.0,1980-05-13,0.0,531.6666666666666
2965,2.0,2.0,2.0,1980-09-14,0.0,551.0
3213,2.0,1.0,2.0,1980-06-14,0.0,566.3333333333334
2915,1.0,1.0,1.0,1980-09-20,0.0,497.0
948,1.0,1.0,1.0,1979-12-08,0.0,498.3333333333333
2664,2.0,1.0,2.0,1980-07-09,0.0,589.0
2595,2.0,1.0,,1980-06-08,0.0,513.3333333333334
2157,1.0,1.0,2.0,1980-05-31,0.0,604.0
2831,2.0,1.0,2.0,1980-07-19,0.0,552.3333333333334
175,1.0,2.0,1.0,1978-07-29,0.0,468.6666666666667
227,1.0,1.0,1.0,1978-12-21,0.0,536.3333333333334
2193,2.0,1.0,1.0,1980-05-23,0.0,514.3333333333334
2051,2.0,1.0,1.0,1980-04-14,0.0,470.6666666666667
3989,2.0,2.0,1.0,1980-09-09,1.0,484.6666666666667
3943,2.0,4.0,2.0,1978-07-03,1.0,512.3333333333334
2903,2.0,1.0,2.0,1980-09-25,1.0,589.0
3557,1.0,2.0,1.0,1980-12-02,1.0,576.0
3050,1.0,2.0,1.0,1980-09-24,1.0,529.6666666666666
902,2.0,1.0,2.0,1979-12-04,1.0,543.3333333333334
4086,2.0,6.0,1.0,1979-10-20,1.0,557.0
983,2.0,2.0,1.0,1979-12-13,1.0,504.0
1331,1.0,1.0,2.0,1980-01-12,0.0,587.3333333333334
1242,2.0,2.0,1.0,1980-02-09,0.0,543.6666666666666
250,2.0,2.0,1.0,1979-11-11,0.0,561.3333333333334
3214,2.0,2.0,1.0,1980-01-07,1.0,539.3333333333334
1249,1.0,2.0,2.0,1980-02-15,0.0,478.6666666666667
4171,2.0,1.0,,1980-02-28,1.0,586.6666666666666
1858,2.0,1.0,1.0,1980-03-07,0.0,534.0
1742,2.0,1.0,2.0,1980-01-30,0.0,546.3333333333334
1659,2.0,1.0,2.0,1980-01-31,1.0,567.0
73,2.0,2.0,1.0,1980-07-28,0.0,508.3333333333333
166,2.0,2.0,1.0,1979-11-05,1.0,584.0
3642,1.0,2.0,1.0,1980-09-03,0.0,524.6666666666666
563,2.0,1.0,2.0,1979-09-13,1.0,576.0
4021,1.0,2.0,1.0,1980-05-20,1.0,505.3333333333333
3405,1.0,1.0,,1979-09-20,0.0,524.3333333333334
390,1.0,2.0,1.0,1979-11-16,0.0,535.6666666666666
600,1.0,1.0,2.0,1979-09-25,1.0,543.0
260,2.0,2.0,1.0,1979-03-02,0.0,489.3333333333333
1577,2.0,2.0,1.0,1980-06-18,0.0,486.0
2327,1.0,1.0,1.0,1980-06-24,0.0,568.0
1444,1.0,2.0,1.0,1980-04-18,0.0,503.6666666666667
2282,2.0,1.0,2.0,1981-04-02,0.0,531.6666666666666
522,1.0,1.0,2.0,1979-08-22,1.0,515.0
126,2.0,2.0,1.0,1979-11-03,0.0,502.6666666666667
3444,1.0,2.0,1.0,1979-02-13,0.0,449.0
506,1.0,1.0,2.0,1979-07-15,0.0,496.0
301,1.0,1.0,2.0,1979-01-24,0.0,528.6666666666666
3766,2.0,1.0,2.0,1980-07-22,1.0,527.6666666666666
2390,1.0,1.0,1.0,1980-06-03,1.0,479.3333333333333
3892,1.0,1.0,1.0,1979-10-26,0.0,581.3333333333334
4045,1.0,1.0,2.0,1979-09-02,1.0,571.0
4000,1.0,1.0,1.0,1979-07-19,1.0,500.0
